text,value
"Succe i Malmö Invandrare i jobb. Ja i Malmö far de flesta nyanlända jobb, de gar en kurs pa Malmö högskola som garanterar jobb inom statlig förvaltning dvs de kan fa jobb hos Migrationsverket, Skatteverket och Försäkringskassan bla. Utbildningen är skräddarsydd för karriärister tex Rafeh Aldarwish från Homs i Syrien. Han är erfaren inom private banking i Qatar när han beslöt sig för att fly fran detta toppjobb för att söka sig till Malmö. Varför gör. resten av landet pa samma sätt sa att invandrarna kan integreras??. Och fragan som inte reportern ställde, varför lämnade Rafeh sitt toppjobb i Qatar och flydde till Malmö istället??. Rafeh har enligt Linkedin 10 ars erfarenhet fran att jobba pa bank i Qatar, men 2015 flydde han fran Qatar till Malmö. Assistant Relationship Manager. Corporate Banking. Nov. 2011:Feb. 2015. Commercial Bank of Qatar. Financial Analyst. 2009:Okt. 2011. Commercial Bank. Bank. Aug. 2005:Okt. 2009.",1
"Du mångkulturalist, varför alltid så trång i tanken ? Varför är ni mångkulturalister alltid så trångt anala i ert tänkande ?. Sverige ska antingen släppa in varenda svartmusking som kliver över gränsen eller så är Sverige ett främlingsfientligt land om detta inte sker. Alla krigsförbrytare, vanliga yrkeskriminella, bidragssnyltare och PUT-fuskare (t.ex skägg""barnen"" eller de apatiska familjerna) är tydligen lika välkomna som skötsamme Achmed som vill jobba och leva i lugn och ro. Hur kan man vara så trång i tanken ?. Hur kommer det sig att vi som inte har något emot skötsamme Achmed, men som inte för den skull vill veta av de föregående grupperingarna, alltid ska få höra hur vi vill sparka ut alla invandrare (särskilt skötsamme Achmed vill vi tydligen sparka ut).",0
Somalisk anhöriginvandring stoppas. På tv4:s morgonshow kan man läsa detta vid de rullande nyheterna som sveper längst tv-skärmen. Har alliansen upptäckt att alla dessa invandrare innebär ett större problem än vad de tillför eller är det en eventuell kompromiss med SD? Diskutera.,0
"Integration en fråga om biologi. Jag är helt övertygad om att människors välvilja/motvilja gentemot främmande människor till stor del är biologiskt determinerad. Vi är flockdjur och det evolutionära trycket har gjort att vi vill kunna skilja på vår egen flock och andra flockar. Tillhörigheten handlar både om yttre egenskaper såsom utseende, men också beteende, språk osv. Ju mer lik beteendemässigt, språkmässigt och utseendemässigt, desto mer känsla av välvilja. Jag tror också denna vän/fiende-mekanism är orsaken till så gott som alla konflikter genom tiderna. Denna instinkt tycks starkare hos män än hos kvinnor. Mer uttalad hos vuxna än hos barn. Detta är orsaken till att nationalism existerar som politisk ideologi, då det underlättar för denna flock-mekanism, genom att man förenklar särskiljandet av vilka som tillhör ens ""flock"". Problemet är ju bara att eftersom vi inte kan ändra vår biologi så kommer heller aldrig samhällen som tar hänsyn till dessa mänskliga egenskaper att fungera. Lika lite som ett genuslöst samhälle skulle kunna fungera då det bortser från de biologiska skillnaderna mellan män och kvinnor. Hur tänker ni? Är detta något helt självklart för er alla eller finns det utrymme för diskussion?.",0
"Även invandrare har blivit kritiska mot invandringen till Sverige? Är det bara jag som har märkt att allt fler invandrare är kritiska mot invandringen till Sverige? Det är inte längre sällsynt att se invandrare beklaga sig på invandringen även om många distanserar sig från SD. Inom ett par år, har SD en ny väljargrupp att se fram emot?.",0
"Statsvetarprofessor kritiserar finnansministern - Invandringspolitiken idioti? Jag blir rejält upprörd av att läsa allt trams från professorn i statsvetenskap i den här artikeln. Se artikeln i fulltext nedan. Professorn kritiserar vår finansminister Magdalena Andersson i invandringsfrågan:. Jag tycker det är helt orimlig kritik mot vår finansminister Magdalena Andersson. Exempel på i min uppfattning ren och skär idioti:. Det här rimmar inte väl. Vadå restriktiv syn på invandring för S del? Hur kan S samtidigt vara för öppna gränser?. Inget är konstigt med påståendet. Sverige är Europas mest segregerade land. Ska vi låsa in alla invandrare i förorterna? Dumheter. Säg till invandrarna som det är. Dom har större chanser i andra länder att skaffa sig jobb och framtid. Idioti. Vi måste skydda Sverige. Sverige kan inte ta oproportionerligt stort andel invandrare hit. Vill vi förstöra för alla som bor här? Självfallet inte. Vad är felet med det? Låt andra länders statsministrar, diktatorer och presidenter avgöra frågan, huruvida dom ska ta emot alla världens länders invandrare till sitt land. Jag söker ansvar tack. Nej rent för jävligt påstå det. Sverige har inte haft den typen av invandring som vi har idag. Dagens situation är unik. Empatilöshet är att skyffla in hundratusentals invandrare till Sverige och strunta i hur det går för dom. Invandrare blir idag inlåsta och utelåsta från Svenska samhället. Vi lurar invandrare att flytta hit också. Varför i jävlar mig ska finansministern ha en talskrivare som bestämmer över vad hon ska säga? Dumheter och trams. Artikeln i sin helhet:.",0
"Bistånd istället för massinvandring? Som vi alla vet så är de flesta här i I&I mot massinvandringen. Skulle ni hellre kunna tänka er att skicka dagens multikultipengar (allt mellan 2-250 miljarder, jag har sett alla siffror emellan) till fattiga länder som biståndspengar?. Jag tror att vi hade tjänat på det på en längre sikt om vi hade skickat stålar till fattiga områden i Sydostasien. Afrika är för mig ett sjunkande skepp och jag tror att det aldrig kommer kunna bli något av skiten, då det inte har hänt ett piss på 50 000 år. Vad tror ni? Vad skulle ni välja om ni var absolut tvugna? Scenariot innebär att det antingen är en fortsatt mångkultur eller att ALLT med mångkultur försvinner i Sverige och vi måste skicka samma summa pengar i bistånd per år. Inte särskilt realistiskt, men jag ser gärna en diskussion ur det här. Välj och vraka.",1
Migrationsverket. Nån som jobbar där o har en hel del juicy stuff 2 tell?.,0
"Arbetskraftsinvandringens misslyckande: Illa dold seger för borgerligheten. Så har vi återigen rapporter om hur situationen när det gäller arbetskraftsinvandringen egentligen ser ut. Hälften av alla som jobbar inom restaurangbranschen fuskar med arbetskraftsinvandrare. Moderaterna m.fl. jublar, det är precis så här de vill ha det. Skrivit lite om det förut, se nedan(från slutet 2010). Regeringens arbetskraftsinvandring - asylinvandring med ett annat namn. Under 2009 beviljade regeringen 8000 arbetstillstånd för gruppen utan krav på särskild yrkesutbildning.  Under 2010 har hittils 5300 tillstånd beviljats för samma grupp, en grupp som innefattar städare, köksbiträde, tidningsutdelar, trädgårdsarbetare m.m.  En jämförelse med övrig arbetskraftsinvandring visar på att 2009 bestod över hälften av arbetskraftsinvandringen av just ovannämnda invandring, för 2010 utgör den för närvarande 45% av totala arbetskraftsinvandringen, alltså strax under hälften. Den arbetskraftsinvandring som kräver specialistkompetens utgör 2009 endast 22%, för 2010 är den siffran drygt densamma. Enligt Gunilla Wikström, chef för Migrationsverkets avdelning för arbetstillstånd, så hade högutbildade inga problem med att få arbetstillstånd innan nuvarande lag trädde i kraft i december 2008.  Facket hade veto innan den nya lagstiftningen trädde i kraft, vilket i effekt innebar att de gamla reglerna oftast resulterade i avslags för denna typ av invandring eftersom facket bedömde att det redan fanns lämplig arbetskraft i Sverige. Regeringens egen expertmyndighet, IFAU( Institutet för arbetsmarknadspolitisk utvärdering) hade invändningar mot att regeringen inte säkrat att arbetskraftsinvandringen inte skulle tränga ut den arbetskraft som redan finns i Sverige. Vidare så konstaterar de att företagarna själva identifierar arbetskraftsbrist samtidigt som man ökar på utbudet. Konsekvensen av detta blir en lönedumpning på en överfull marknad. Över 30 000 personer söker idag ett städjobb, i restaurangbranschen är arbetslösheten uppe i 9%. Detta slår effektivt sönder argumentet om att man måste importera okvalificerad arbetskraft utifrån för att svenskar inte själv vill ha dessa jobb. På ett städföretag som omnämns i artikeln har de flesta kommit hit som asylsökande. När de fått avslag på sin ansökan har de kort återvänt till hemlandet och sen sen kommit tillbaka till Sverige som arbetskraftsinvandrare, en andra chans till asyl således. När de jobbat här i 4 år söker de PUT, säger chefen på företaget. En  stor svart marknad har uppkommit till följd av denna förtäckta asylinvandring benämnd arbetskraftsinvandring. 30 000 kr och uppåt är priset på ett svenskt arbetstillstånd. Dessa tillstånd säljs ofta av utländska företagare, ibland utan att de ens erbjuder arbete. Systemet ser ut som följer:. Tillståndet säljs på den svarta marknaden, den som köpt det kommer hit och har 3 månader på sig att hitta ett vitt arbete. Misslyckas denne så säger reglerna att denne bör återvända, alternativet som kvarstår om de stannar är att man jobbar svart i 2 år och sedan ansöker om förnyat arbetstillstånd hos migrationsverket.  Varför ett arbetstillstånd är viktigt är eftersom det ger rätt till svensk legitimation, bankkonto, att köra bil, läsa SFI, samt få förstahandskontrakt på en lägenhet. Polisintendent Ingemo Melin-Olsson på gränspolisen menar att arbetskraftsinvandringen är nästa stora traffickingbransch och att lagen som den ser ut idag inbjuder till utnyttande. Sammanfattning. 	Den fria arbetskraftsinvandringen har gynnat den okvalificerade arbetskraftsinvandringen. 	Den har ingen reell effekt när det gäller att få hit högkvalificerad och behövd arbetskraft eftersom det var lika lätt för denna grupp att få arbetstillstånd innan nuvarande lagstiftning. 	Facket har motsatt sig denna typ av politik eftersom den just fungerar som en lönedumpningspolitik, arbetskraften finns redan här. 	Företagen utnyttjar detta genom att de själva bestämmer utbudet, ett överutbud leder till en inflation av arbetskraft som leder till sänkning av lönerna. 	IFAU säger att en undanträngningseffekt inte ens har utretts och de facto ej kan uteslutas. 	Städbranschen har 30 000 arbetssökande, restaurangbranschen har en 9% arbetslöshet. Det finns tillräckligt med svenskar som kan tillsätta dessa tjänster, argumentet om att svenskar inte vill ha dessa jobb kan därmed effektivt desarmeras. 	Arbetskraftsinvandringen har blivit den nya asylinvandringen, man kommer hit och söker asyl, får man avslag återvänder man kort till hemlandet för att sedan återvända som arbetskraftsinvandrare. Här går att ifrågasätta om motiven i den underkvalificerade arbetskraftsinvandringen verkligen är att komma hit och jobba. 	Utländska arbetsgivare står för en stor del av den svarta arbetskraftsinvandringen. 	Det nuvarande systemet med noll uppföljning(?) har resulterat i svart marknad där tillstånd säljs för tiotusentals kr.",0
"Jan Ekbergs forskning (invandringens kostnader). Jag läste Jan Ekbergs kraftiga motthug mot Sverigedemokraternas alldagliga sätt att misstolka forskning och statistik. Sverigedemokraterna överdrev siffran till 300 miljarder, alltså 11,5-15 procent av BNP (bruttonationalprodukten), per år. Ett misstag av mänsklig faktor eller utstuderad hätsk propaganda? Det sistnämnda under påverkan av sunt förnuft är svaret. Enligt Jan Ekberg ligger integrationsproblemet i arbetsmarknaden. Enligt honom fick invandrare förut förmånlig behandling i arbetsmarknaden, varför mindre samhälleliga kostnader i form av bidrag blev resultatet. Enligt Jan Ekbergs beräkningar kostar invandringen årligen 40 miljarder, vilket motsvarar 1,5-2 procent av BNP. I jämförelse skulle beräkningen minska då även infödda svenskar medför samhälleliga kostnader. I statistiska mått är invandringens kostnader i nästan samma nivå som biståndsbudgeten. Pengarna är otillräckliga att lösa många finansiella samhälleliga problem. Även brottsstatistik kapas och förstoras för att utmåla invandrare som en gigantisk belastning för samhället trots att det handlar om små procentenheter. I fall av invandringens kostnader och bieffekter visas det tydligt i populistiska och främlingsfientliga framställningar. All politik kostar men med politiskt nyskapande kan man effektivt dämpa ekonomiska problem och därmed även få bukt med social oro och xenofobi. Dämpningen av samhälleliga kostnader måste ligga i linje med statens skyldighet gentemot medborgaren. Ingen av samhällets medborgare skall behandlas på grundlösa skäl eller fråntas försörjningen. Vi vet alla hur det hände med sjukskrivningarna i moderatorernas lag och regler. Och inte tal om regeringens sänkta krogskatt.",1
